svara,cluster,prec,suc,precsuc,filepath,precdir,sucdir,precsucdir
ri,ri_cluster_2,sa,ga,sa_ga,ri/cluster_2/sa_47_ga.png,asc,asc,asc
ri,ri_cluster_2,ga,sa,ga_sa,ri/cluster_2/ga_148_sa.png,desc,desc,desc
ri,ri_cluster_2,sa,ga,sa_ga,ri/cluster_2/sa_159_ga.png,asc,asc,asc
ri,ri_cluster_2,ga,sa,ga_sa,ri/cluster_2/ga_79_sa.png,desc,desc,desc
ri,ri_cluster_5,sa,sa,sa_sa,ri/cluster_5/sa_42_sa.png,asc,desc,same
ri,ri_cluster_5,ga,sa,ga_sa,ri/cluster_5/ga_83_sa.png,desc,desc,desc
ri,ri_cluster_5,sa,sa,sa_sa,ri/cluster_5/sa_162_sa.png,asc,desc,same
ri,ri_cluster_5,sa,sa,sa_sa,ri/cluster_5/sa_9_sa.png,asc,desc,same
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_157_sa.png,same,desc,desc
ri,ri_cluster_5,ni,sa,ni_sa,ri/cluster_5/ni_20_sa.png,asc,desc,asc
ri,ri_cluster_5,sa,ni,sa_ni,ri/cluster_5/sa_122_ni.png,asc,desc,desc
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_28_sa.png,same,desc,desc
ri,ri_cluster_5,sa,sa,sa_sa,ri/cluster_5/sa_14_sa.png,asc,desc,same
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_142_sa.png,same,desc,desc
ri,ri_cluster_5,ga,sa,ga_sa,ri/cluster_5/ga_30_sa.png,desc,desc,desc
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_32_sa.png,same,desc,desc
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_3_sa.png,same,desc,desc
ri,ri_cluster_5,ni,sa,ni_sa,ri/cluster_5/ni_26_sa.png,asc,desc,asc
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_22_sa.png,same,desc,desc
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_18_sa.png,same,desc,desc
ri,ri_cluster_5,ri,sa,ri_sa,ri/cluster_5/ri_65_sa.png,same,desc,desc
ri,ri_cluster_4,sa,ga,sa_ga,ri/cluster_4/sa_89_ga.png,asc,asc,asc
ri,ri_cluster_4,ga,ga,ga_ga,ri/cluster_4/ga_29_ga.png,desc,asc,same
ri,ri_cluster_4,ga,sa,ga_sa,ri/cluster_4/ga_35_sa.png,desc,desc,desc
ri,ri_cluster_4,ga,sa,ga_sa,ri/cluster_4/ga_68_sa.png,desc,desc,desc
ri,ri_cluster_4,ga,sa,ga_sa,ri/cluster_4/ga_78_sa.png,desc,desc,desc
ri,ri_cluster_4,ga,ga,ga_ga,ri/cluster_4/ga_23_ga.png,desc,asc,same
ri,ri_cluster_4,ga,silence,ga_silence,ri/cluster_4/ga_160_silence.png,desc,to_silence,to_silence
ri,ri_cluster_4,ga,sa,ga_sa,ri/cluster_4/ga_45_sa.png,desc,desc,desc
ri,ri_cluster_4,ga,sa,ga_sa,ri/cluster_4/ga_69_sa.png,desc,desc,desc
ri,ri_cluster_3,ni,sa,ni_sa,ri/cluster_3/ni_102_sa.png,asc,desc,asc
ri,ri_cluster_3,ni,ni,ni_ni,ri/cluster_3/ni_104_ni.png,asc,desc,same
ri,ri_cluster_3,silence,sa,silence_sa,ri/cluster_3/silence_85_sa.png,from_silence,desc,from_silence
ri,ri_cluster_3,ni,sa,ni_sa,ri/cluster_3/ni_16_sa.png,asc,desc,asc
ri,ri_cluster_3,ni,ni,ni_ni,ri/cluster_3/ni_123_ni.png,asc,desc,same
ri,ri_cluster_3,sa,sa,sa_sa,ri/cluster_3/sa_132_sa.png,asc,desc,same
ri,ri_cluster_3,ni,sa,ni_sa,ri/cluster_3/ni_109_sa.png,asc,desc,asc
ri,ri_cluster_3,ni,sa,ni_sa,ri/cluster_3/ni_121_sa.png,asc,desc,asc
sa,sa_cluster_1,ni,ri,ni_ri,sa/cluster_1/ni_46_ri.png,asc,asc,asc
sa,sa_cluster_1,ni,pa,ni_pa,sa/cluster_1/ni_36_pa.png,asc,desc,desc
sa,sa_cluster_1,pa,ni,pa_ni,sa/cluster_1/pa_43_ni.png,asc,desc,asc
sa,sa_cluster_1,ni,ni,ni_ni,sa/cluster_1/ni_87_ni.png,asc,desc,same
sa,sa_cluster_1,ni,ni,ni_ni,sa/cluster_1/ni_7_ni.png,asc,desc,same
sa,sa_cluster_1,pa,ni,pa_ni,sa/cluster_1/pa_55_ni.png,asc,desc,asc
sa,sa_cluster_1,ni,ga,ni_ga,sa/cluster_1/ni_81_ga.png,asc,asc,asc
sa,sa_cluster_1,ni,ni,ni_ni,sa/cluster_1/ni_76_ni.png,asc,desc,same
sa,sa_cluster_1,ni,pa,ni_pa,sa/cluster_1/ni_58_pa.png,asc,desc,desc
sa,sa_cluster_1,ri,ri,ri_ri,sa/cluster_1/ri_74_ri.png,desc,asc,same
sa,sa_cluster_1,sa,sa,sa_sa,sa/cluster_1/sa_77_sa.png,same,same,same
sa,sa_cluster_1,pa,ni,pa_ni,sa/cluster_1/pa_37_ni.png,asc,desc,asc
sa,sa_cluster_1,ni,pa,ni_pa,sa/cluster_1/ni_42_pa.png,asc,desc,desc
sa,sa_cluster_1,sa,ga,sa_ga,sa/cluster_1/sa_73_ga.png,same,asc,asc
sa,sa_cluster_1,pa,ni,pa_ni,sa/cluster_1/pa_39_ni.png,asc,desc,asc
sa,sa_cluster_0,ri,ni,ri_ni,sa/cluster_0/ri_23_ni.png,desc,desc,desc
sa,sa_cluster_0,ri,ni,ri_ni,sa/cluster_0/ri_15_ni.png,desc,desc,desc
sa,sa_cluster_0,ri,ni,ri_ni,sa/cluster_0/ri_19_ni.png,desc,desc,desc
sa,sa_cluster_0,ni,silence,ni_silence,sa/cluster_0/ni_0_silence.png,asc,to_silence,to_silence
sa,sa_cluster_0,ni,sa,ni_sa,sa/cluster_0/ni_1_sa.png,asc,same,asc
sa,sa_cluster_0,ri,ni,ri_ni,sa/cluster_0/ri_4_ni.png,desc,desc,desc
sa,sa_cluster_0,ni,ri,ni_ri,sa/cluster_0/ni_14_ri.png,asc,asc,asc
sa,sa_cluster_0,ni,dha,ni_dha,sa/cluster_0/ni_10_dha.png,asc,desc,desc
sa,sa_cluster_0,ni,dha,ni_dha,sa/cluster_0/ni_86_dha.png,asc,desc,desc
sa,sa_cluster_0,silence,ri,silence_ri,sa/cluster_0/silence_16_ri.png,from_silence,asc,from_silence
sa,sa_cluster_0,ni,ri,ni_ri,sa/cluster_0/ni_6_ri.png,asc,asc,asc
sa,sa_cluster_0,ri,ni,ri_ni,sa/cluster_0/ri_32_ni.png,desc,desc,desc
sa,sa_cluster_0,ni,silence,ni_silence,sa/cluster_0/ni_20_silence.png,asc,to_silence,to_silence
sa,sa_cluster_0,sa,silence,sa_silence,sa/cluster_0/sa_78_silence.png,same,to_silence,to_silence
sa,sa_cluster_0,ri,ni,ri_ni,sa/cluster_0/ri_12_ni.png,desc,desc,desc
sa,sa_cluster_2,ri,ni,ri_ni,sa/cluster_2/ri_49_ni.png,desc,desc,desc
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_66_ri.png,desc,asc,same
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_82_ri.png,desc,asc,same
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_88_ri.png,desc,asc,same
sa,sa_cluster_2,ri,ni,ri_ni,sa/cluster_2/ri_64_ni.png,desc,desc,desc
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_67_ri.png,desc,asc,same
sa,sa_cluster_2,ni,ni,ni_ni,sa/cluster_2/ni_29_ni.png,asc,desc,same
sa,sa_cluster_2,sa,ri,sa_ri,sa/cluster_2/sa_2_ri.png,same,asc,asc
sa,sa_cluster_2,ri,ni,ri_ni,sa/cluster_2/ri_13_ni.png,desc,desc,desc
sa,sa_cluster_2,ri,ni,ri_ni,sa/cluster_2/ri_83_ni.png,desc,desc,desc
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_79_ri.png,desc,asc,same
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_31_ri.png,desc,asc,same
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_21_ri.png,desc,asc,same
sa,sa_cluster_2,ri,ni,ri_ni,sa/cluster_2/ri_47_ni.png,desc,desc,desc
sa,sa_cluster_2,ri,ni,ri_ni,sa/cluster_2/ri_18_ni.png,desc,desc,desc
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_25_ri.png,desc,asc,same
sa,sa_cluster_2,ni,ri,ni_ri,sa/cluster_2/ni_5_ri.png,asc,asc,asc
sa,sa_cluster_2,ni,ri,ni_ri,sa/cluster_2/ni_40_ri.png,asc,asc,asc
sa,sa_cluster_2,ni,ri,ni_ri,sa/cluster_2/ni_33_ri.png,asc,asc,asc
sa,sa_cluster_2,ni,ni,ni_ni,sa/cluster_2/ni_30_ni.png,asc,desc,same
sa,sa_cluster_2,ri,ri,ri_ri,sa/cluster_2/ri_8_ri.png,desc,asc,same
sa,sa_cluster_5,ri,ni,ri_ni,sa/cluster_5/ri_89_ni.png,desc,desc,desc
sa,sa_cluster_5,ri,ni,ri_ni,sa/cluster_5/ri_85_ni.png,desc,desc,desc
sa,sa_cluster_5,ri,ni,ri_ni,sa/cluster_5/ri_44_ni.png,desc,desc,desc
sa,sa_cluster_5,ri,ni,ri_ni,sa/cluster_5/ri_9_ni.png,desc,desc,desc
sa,sa_cluster_4,ni,ri,ni_ri,sa/cluster_4/ni_28_ri.png,asc,asc,asc
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_56_ri.png,desc,asc,same
sa,sa_cluster_4,ri,ni,ri_ni,sa/cluster_4/ri_48_ni.png,desc,desc,desc
sa,sa_cluster_4,ni,ri,ni_ri,sa/cluster_4/ni_38_ri.png,asc,asc,asc
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_61_ri.png,desc,asc,same
sa,sa_cluster_4,ni,ri,ni_ri,sa/cluster_4/ni_41_ri.png,asc,asc,asc
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_80_ri.png,desc,asc,same
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_57_ri.png,desc,asc,same
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_54_ri.png,desc,asc,same
sa,sa_cluster_4,ri,ni,ri_ni,sa/cluster_4/ri_70_ni.png,desc,desc,desc
sa,sa_cluster_4,ri,ni,ri_ni,sa/cluster_4/ri_3_ni.png,desc,desc,desc
sa,sa_cluster_4,ni,ri,ni_ri,sa/cluster_4/ni_62_ri.png,asc,asc,asc
sa,sa_cluster_4,ni,ni,ni_ni,sa/cluster_4/ni_34_ni.png,asc,desc,same
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_69_ri.png,desc,asc,same
sa,sa_cluster_4,ga,ri,ga_ri,sa/cluster_4/ga_50_ri.png,desc,asc,desc
sa,sa_cluster_4,ri,ni,ri_ni,sa/cluster_4/ri_84_ni.png,desc,desc,desc
sa,sa_cluster_4,ga,ri,ga_ri,sa/cluster_4/ga_52_ri.png,desc,asc,desc
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_71_ri.png,desc,asc,same
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_68_ri.png,desc,asc,same
sa,sa_cluster_4,ni,ri,ni_ri,sa/cluster_4/ni_35_ri.png,asc,asc,asc
sa,sa_cluster_4,ri,ni,ri_ni,sa/cluster_4/ri_22_ni.png,desc,desc,desc
sa,sa_cluster_4,ri,ni,ri_ni,sa/cluster_4/ri_26_ni.png,desc,desc,desc
sa,sa_cluster_4,ga,ni,ga_ni,sa/cluster_4/ga_24_ni.png,desc,desc,desc
sa,sa_cluster_4,ni,ri,ni_ri,sa/cluster_4/ni_17_ri.png,asc,asc,asc
sa,sa_cluster_4,ri,ni,ri_ni,sa/cluster_4/ri_45_ni.png,desc,desc,desc
sa,sa_cluster_4,ri,ri,ri_ri,sa/cluster_4/ri_27_ri.png,desc,asc,same
sa,sa_cluster_3,ri,ni,ri_ni,sa/cluster_3/ri_60_ni.png,desc,desc,desc
sa,sa_cluster_3,ri,ni,ri_ni,sa/cluster_3/ri_51_ni.png,desc,desc,desc
sa,sa_cluster_3,ri,ni,ri_ni,sa/cluster_3/ri_65_ni.png,desc,desc,desc
sa,sa_cluster_3,ri,ni,ri_ni,sa/cluster_3/ri_53_ni.png,desc,desc,desc
sa,sa_cluster_3,ri,ri,ri_ri,sa/cluster_3/ri_11_ri.png,desc,asc,same
pa,pa_cluster_6,sa,dha,sa_dha,pa/cluster_6/sa_82_dha.png,desc,asc,desc
pa,pa_cluster_6,sa,sa,sa_sa,pa/cluster_6/sa_48_sa.png,desc,asc,same
pa,pa_cluster_6,ma,dha,ma_dha,pa/cluster_6/ma_95_dha.png,asc,asc,asc
pa,pa_cluster_6,ma,ga,ma_ga,pa/cluster_6/ma_11_ga.png,asc,desc,desc
pa,pa_cluster_6,ma,ga,ma_ga,pa/cluster_6/ma_9_ga.png,asc,desc,desc
pa,pa_cluster_6,sa,sa,sa_sa,pa/cluster_6/sa_28_sa.png,desc,asc,same
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_31_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,dha,dha_dha,pa/cluster_1/dha_72_dha.png,desc,asc,same
pa,pa_cluster_1,ma,dha,ma_dha,pa/cluster_1/ma_37_dha.png,asc,asc,asc
pa,pa_cluster_1,silence,ma,silence_ma,pa/cluster_1/silence_52_ma.png,from_silence,desc,from_silence
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_104_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_29_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ni,dha_ni,pa/cluster_1/dha_62_ni.png,desc,asc,asc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_96_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_69_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_53_ma.png,desc,desc,desc
pa,pa_cluster_1,ma,ma,ma_ma,pa/cluster_1/ma_92_ma.png,asc,desc,same
pa,pa_cluster_1,ma,dha,ma_dha,pa/cluster_1/ma_81_dha.png,asc,asc,asc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_59_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_71_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_63_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_34_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_49_ma.png,desc,desc,desc
pa,pa_cluster_1,dha,ma,dha_ma,pa/cluster_1/dha_61_ma.png,desc,desc,desc
pa,pa_cluster_0,dha,ga,dha_ga,pa/cluster_0/dha_83_ga.png,desc,desc,desc
pa,pa_cluster_0,ma,dha,ma_dha,pa/cluster_0/ma_103_dha.png,asc,asc,asc
pa,pa_cluster_0,ma,sa,ma_sa,pa/cluster_0/ma_78_sa.png,asc,asc,desc
pa,pa_cluster_0,ma,sa,ma_sa,pa/cluster_0/ma_74_sa.png,asc,asc,desc
pa,pa_cluster_0,ma,sa,ma_sa,pa/cluster_0/ma_87_sa.png,asc,asc,desc
pa,pa_cluster_0,ma,ga,ma_ga,pa/cluster_0/ma_85_ga.png,asc,desc,desc
pa,pa_cluster_0,ma,dha,ma_dha,pa/cluster_0/ma_7_dha.png,asc,asc,asc
pa,pa_cluster_0,ga,ma,ga_ma,pa/cluster_0/ga_27_ma.png,asc,desc,asc
pa,pa_cluster_0,ma,ga,ma_ga,pa/cluster_0/ma_91_ga.png,asc,desc,desc
pa,pa_cluster_0,ma,dha,ma_dha,pa/cluster_0/ma_12_dha.png,asc,asc,asc
pa,pa_cluster_0,ma,ga,ma_ga,pa/cluster_0/ma_44_ga.png,asc,desc,desc
pa,pa_cluster_0,dha,ma,dha_ma,pa/cluster_0/dha_88_ma.png,desc,desc,desc
pa,pa_cluster_0,ma,ga,ma_ga,pa/cluster_0/ma_14_ga.png,asc,desc,desc
pa,pa_cluster_0,ma,ga,ma_ga,pa/cluster_0/ma_77_ga.png,asc,desc,desc
pa,pa_cluster_0,dha,ma,dha_ma,pa/cluster_0/dha_65_ma.png,desc,desc,desc
pa,pa_cluster_0,dha,ma,dha_ma,pa/cluster_0/dha_79_ma.png,desc,desc,desc
pa,pa_cluster_0,dha,ma,dha_ma,pa/cluster_0/dha_75_ma.png,desc,desc,desc
pa,pa_cluster_0,ma,dha,ma_dha,pa/cluster_0/ma_15_dha.png,asc,asc,asc
pa,pa_cluster_0,ga,ga,ga_ga,pa/cluster_0/ga_51_ga.png,asc,desc,same
pa,pa_cluster_0,ga,ma,ga_ma,pa/cluster_0/ga_45_ma.png,asc,desc,asc
pa,pa_cluster_0,ma,ga,ma_ga,pa/cluster_0/ma_26_ga.png,asc,desc,desc
pa,pa_cluster_0,dha,ga,dha_ga,pa/cluster_0/dha_94_ga.png,desc,desc,desc
pa,pa_cluster_0,ma,ga,ma_ga,pa/cluster_0/ma_73_ga.png,asc,desc,desc
pa,pa_cluster_2,dha,ma,dha_ma,pa/cluster_2/dha_8_ma.png,desc,desc,desc
pa,pa_cluster_2,silence,ma,silence_ma,pa/cluster_2/silence_58_ma.png,from_silence,desc,from_silence
pa,pa_cluster_2,ma,ni,ma_ni,pa/cluster_2/ma_39_ni.png,asc,asc,asc
pa,pa_cluster_2,dha,ma,dha_ma,pa/cluster_2/dha_50_ma.png,desc,desc,desc
pa,pa_cluster_2,ma,silence,ma_silence,pa/cluster_2/ma_43_silence.png,asc,to_silence,to_silence
pa,pa_cluster_2,ma,ni,ma_ni,pa/cluster_2/ma_17_ni.png,asc,asc,asc
pa,pa_cluster_2,ma,ni,ma_ni,pa/cluster_2/ma_21_ni.png,asc,asc,asc
pa,pa_cluster_2,dha,ma,dha_ma,pa/cluster_2/dha_54_ma.png,desc,desc,desc
pa,pa_cluster_2,dha,ma,dha_ma,pa/cluster_2/dha_60_ma.png,desc,desc,desc
pa,pa_cluster_2,ma,ni,ma_ni,pa/cluster_2/ma_23_ni.png,asc,asc,asc
pa,pa_cluster_2,dha,dha,dha_dha,pa/cluster_2/dha_84_dha.png,desc,asc,same
pa,pa_cluster_2,dha,ma,dha_ma,pa/cluster_2/dha_67_ma.png,desc,desc,desc
pa,pa_cluster_2,dha,ma,dha_ma,pa/cluster_2/dha_20_ma.png,desc,desc,desc
pa,pa_cluster_2,ma,dha,ma_dha,pa/cluster_2/ma_93_dha.png,asc,asc,asc
pa,pa_cluster_2,sa,ma,sa_ma,pa/cluster_2/sa_30_ma.png,desc,desc,asc
pa,pa_cluster_2,ma,ma,ma_ma,pa/cluster_2/ma_86_ma.png,asc,desc,same
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_97_ma.png,desc,desc,desc
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_99_ma.png,desc,desc,desc
pa,pa_cluster_5,dha,ni,dha_ni,pa/cluster_5/dha_68_ni.png,desc,asc,asc
pa,pa_cluster_5,ma,dha,ma_dha,pa/cluster_5/ma_24_dha.png,asc,asc,asc
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_25_ma.png,desc,desc,desc
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_56_ma.png,desc,desc,desc
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_5_ma.png,desc,desc,desc
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_18_ma.png,desc,desc,desc
pa,pa_cluster_5,ma,ma,ma_ma,pa/cluster_5/ma_80_ma.png,asc,desc,same
pa,pa_cluster_5,ma,dha,ma_dha,pa/cluster_5/ma_33_dha.png,asc,asc,asc
pa,pa_cluster_5,ma,ni,ma_ni,pa/cluster_5/ma_41_ni.png,asc,asc,asc
pa,pa_cluster_5,ma,dha,ma_dha,pa/cluster_5/ma_22_dha.png,asc,asc,asc
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_38_ma.png,desc,desc,desc
pa,pa_cluster_5,dha,ma,dha_ma,pa/cluster_5/dha_57_ma.png,desc,desc,desc
pa,pa_cluster_4,ma,ma,ma_ma,pa/cluster_4/ma_70_ma.png,asc,desc,same
pa,pa_cluster_4,ma,ma,ma_ma,pa/cluster_4/ma_76_ma.png,asc,desc,same
pa,pa_cluster_4,ma,ma,ma_ma,pa/cluster_4/ma_89_ma.png,asc,desc,same
pa,pa_cluster_4,ma,ma,ma_ma,pa/cluster_4/ma_66_ma.png,asc,desc,same
pa,pa_cluster_3,sa,ma,sa_ma,pa/cluster_3/sa_46_ma.png,desc,desc,asc
pa,pa_cluster_3,ma,ma,ma_ma,pa/cluster_3/ma_100_ma.png,asc,desc,same
pa,pa_cluster_3,silence,dha,silence_dha,pa/cluster_3/silence_35_dha.png,from_silence,asc,from_silence
pa,pa_cluster_3,ma,dha,ma_dha,pa/cluster_3/ma_10_dha.png,asc,asc,asc
pa,pa_cluster_3,silence,dha,silence_dha,pa/cluster_3/silence_55_dha.png,from_silence,asc,from_silence
pa,pa_cluster_3,ma,ma,ma_ma,pa/cluster_3/ma_1_ma.png,asc,desc,same
pa,pa_cluster_3,ma,dha,ma_dha,pa/cluster_3/ma_4_dha.png,asc,asc,asc
pa,pa_cluster_3,ma,ma,ma_ma,pa/cluster_3/ma_3_ma.png,asc,desc,same
pa,pa_cluster_3,ma,ni,ma_ni,pa/cluster_3/ma_19_ni.png,asc,asc,asc
pa,pa_cluster_3,ma,dha,ma_dha,pa/cluster_3/ma_47_dha.png,asc,asc,asc
pa,pa_cluster_3,ma,ma,ma_ma,pa/cluster_3/ma_101_ma.png,asc,desc,same
pa,pa_cluster_3,ma,dha,ma_dha,pa/cluster_3/ma_42_dha.png,asc,asc,asc
pa,pa_cluster_3,ma,dha,ma_dha,pa/cluster_3/ma_16_dha.png,asc,asc,asc
pa,pa_cluster_3,ma,ma,ma_ma,pa/cluster_3/ma_6_ma.png,asc,desc,same
pa,pa_cluster_3,ma,dha,ma_dha,pa/cluster_3/ma_90_dha.png,asc,asc,asc
pa,pa_cluster_3,ma,ni,ma_ni,pa/cluster_3/ma_36_ni.png,asc,asc,asc
pa,pa_cluster_3,ma,ma,ma_ma,pa/cluster_3/ma_0_ma.png,asc,desc,same
pa,pa_cluster_3,ma,ni,ma_ni,pa/cluster_3/ma_32_ni.png,asc,asc,asc
pa,pa_cluster_3,ma,dha,ma_dha,pa/cluster_3/ma_40_dha.png,asc,asc,asc
pa,pa_cluster_3,pa,ma,pa_ma,pa/cluster_3/pa_13_ma.png,same,desc,desc
pa,pa_cluster_3,ma,ma,ma_ma,pa/cluster_3/ma_2_ma.png,asc,desc,same
pa,pa_cluster_3,sa,ma,sa_ma,pa/cluster_3/sa_98_ma.png,desc,desc,asc
